{'CVE-2010-1637'},CVE-2010-1637 
{'attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938'},attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938
{'tool--fbd727ea-c0dc-42a9-8448-9e12962d1ab5'},tool--fbd727ea-c0dc-42a9-8448-9e12962d1ab5
{'course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547'},course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547
{'CWE_383'},CWE_383
{'CVE-2007-2728'},CVE-2007-2728
{'M-CWE_482'},M-CWE_482
{'M-CWE_157'},M-CWE_157
{'CVE-2006-6588'},CVE-2006-6588
{'CVE-2010-1281'},CVE-2010-1281
{'attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771'},attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771
{'AP_576'},AP_576
{'attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3'},attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
{'det-attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b'},det-attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b
{'CVE-2002-0567'},CVE-2002-0567
{'M-CWE_263'},M-CWE_263
{'det-6-CWE_352'},det-6-CWE_352
{'CVE-2001-0967'},CVE-2001-0967
{'det-1-CWE_285'},det-1-CWE_285
{'CVE-2000-1213'},CVE-2000-1213
{'CVE-2008-0128'},CVE-2008-0128
{'CVE-2007-5277'},CVE-2007-5277
{'CVE-2002-0784'},CVE-2002-0784
{'det-1-CWE_352'},det-1-CWE_352
{'attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc'},attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc
{'malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d'},malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d
{'CVE-1999-1120'},CVE-1999-1120
{'det-1-CWE_119'},det-1-CWE_119
{'det-attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c'},det-attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c
{'CVE-2008-3612'},CVE-2008-3612
{'det-2-CWE_276'},det-2-CWE_276
{'CVE-2002-0288'},CVE-2002-0288
{'CVE-2002-1700'},CVE-2002-1700
{'AP_570'},AP_570
{'attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755'},attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755
{'det-attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839'},det-attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
{'AP_328'},AP_328
{'CVE-2016-2496'},CVE-2016-2496
{'attack-pattern--9c45eaa3-8604-4780-8988-b5074dbb9ecd'},attack-pattern--9c45eaa3-8604-4780-8988-b5074dbb9ecd
{'CVE-1999-1127'},CVE-1999-1127
{'M-CWE_257'},M-CWE_257
{'CWE_538'},CWE_538
{'CVE-2012-3489'},CVE-2012-3489
{'M-CWE_116'},M-CWE_116
{'CVE-2002-0433'},CVE-2002-0433
{'course-of-action--ba2ec548-fb75-4b8c-88d6-d91a77a943cf'},course-of-action--ba2ec548-fb75-4b8c-88d6-d91a77a943cf
{'CVE-2009-3421'},CVE-2009-3421
{'CWE_763'},CWE_763
{'attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82'},attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82
{'AP_69'},AP_69
{'course-of-action--a90da496-b460-47e8-92e7-cc36eb00bd9a'},course-of-action--a90da496-b460-47e8-92e7-cc36eb00bd9a
{'attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a'},attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a
{'CVE-2002-1750'},CVE-2002-1750
{'attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638'},attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638
{'attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619'},attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
{'det-attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56'},det-attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56
{'CVE-2002-0725'},CVE-2002-0725
{'det-4-CWE_362'},det-4-CWE_362
{'det-2-CWE_200'},det-2-CWE_200
{'course-of-action--12cba7de-0a22-4a56-b51e-c514c67c3b43'},course-of-action--12cba7de-0a22-4a56-b51e-c514c67c3b43
{'AP_253'},AP_253
{'attack-pattern--0bf78622-e8d2-41da-a857-731472d61a92'},attack-pattern--0bf78622-e8d2-41da-a857-731472d61a92
{'attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830'},attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
{'AP_148'},AP_148
{'M-CWE_419'},M-CWE_419
{'CVE-2008-5180'},CVE-2008-5180
{'M-CWE_568'},M-CWE_568
{'CVE-2005-2314'},CVE-2005-2314
{'det-2-CWE_41'},det-2-CWE_41
{'CVE-2011-0935'},CVE-2011-0935
{'det-attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5'},det-attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5
{'det-0-CWE_688'},det-0-CWE_688
{'malware--11194d8b-fdce-45d2-8047-df15bb8f16bd'},malware--11194d8b-fdce-45d2-8047-df15bb8f16bd
{'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f'},intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f
{'attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22'},attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
{'M-CWE_120'},M-CWE_120
{'AP_398'},AP_398
{'CVE-2009-2960'},CVE-2009-2960
{'attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf'},attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf
{'CVE-2002-0208'},CVE-2002-0208
{'CWE_471'},CWE_471
{'CWE_655'},CWE_655
{'AP_327'},AP_327
{'CVE-2009-0115'},CVE-2009-0115
{'CWE_109'},CWE_109
{'CVE-2004-0940'},CVE-2004-0940
{'CVE-2005-1868'},CVE-2005-1868
{'CVE-2001-0248'},CVE-2001-0248
{'CVE-2001-0195'},CVE-2001-0195
{'M-CWE_422'},M-CWE_422
{'det-attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118'},det-attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118
{'CWE_487'},CWE_487
{'det-7-CWE_134'},det-7-CWE_134
{'det-attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416'},det-attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416
{'det-attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931'},det-attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931
{'attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f'},attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f
{'attack-pattern--772bc7a8-a157-42cc-8728-d648e25c7fe7'},attack-pattern--772bc7a8-a157-42cc-8728-d648e25c7fe7
{'malware--b0f13390-cec7-4814-b37c-ccec01887faa'},malware--b0f13390-cec7-4814-b37c-ccec01887faa
{'course-of-action--2497ac92-e751-4391-82c6-1b86e34d0294'},course-of-action--2497ac92-e751-4391-82c6-1b86e34d0294
{'FileorDirectory'},FileorDirectory
{'attack-pattern--e2907cea-4b43-4ed7-a570-0fdf0fbeea00'},attack-pattern--e2907cea-4b43-4ed7-a570-0fdf0fbeea00
{'malware--40d3e230-ed32-469f-ba89-be70cc08ab39'},malware--40d3e230-ed32-469f-ba89-be70cc08ab39
{'malware--9e2bba94-950b-4fcf-8070-cb3f816c5f4e'},malware--9e2bba94-950b-4fcf-8070-cb3f816c5f4e
{'CWE_425'},CWE_425
{'det-7-CWE_798'},det-7-CWE_798
{'det-3-CWE_434'},det-3-CWE_434
{'course-of-action--245075bc-f992-4d89-af8c-834c53d403f4'},course-of-action--245075bc-f992-4d89-af8c-834c53d403f4
{'M-CWE_778'},M-CWE_778
{'CVE-2000-0703'},CVE-2000-0703
{'malware--b57f419e-8b12-49d3-886b-145383725dcd'},malware--b57f419e-8b12-49d3-886b-145383725dcd
{'course-of-action--ba06d68a-4891-4eb5-b634-152e05ec60ee'},course-of-action--ba06d68a-4891-4eb5-b634-152e05ec60ee
{'intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c'},intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c
{'CVE-2000-1006'},CVE-2000-1006
{'CVE-2003-1000'},CVE-2003-1000
{'course-of-action--72dade3e-1cba-4182-b3b3-a77ca52f02a1'},course-of-action--72dade3e-1cba-4182-b3b3-a77ca52f02a1
{'CVE-2009-3129'},CVE-2009-3129
{'CVE-2002-1451'},CVE-2002-1451
{'CVE-2004-1686'},CVE-2004-1686
{'CWE_542'},CWE_542
{'M-CWE_273'},M-CWE_273
{'AP_102'},AP_102
{'CWE_689'},CWE_689
{'tool--b07c2c47-fefb-4d7c-a69e-6a3296171f54'},tool--b07c2c47-fefb-4d7c-a69e-6a3296171f54
{'malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e'},malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e
{'AP_79'},AP_79
{'malware--b2203c59-4089-4ee4-bfe1-28fa25f0dbfe'},malware--b2203c59-4089-4ee4-bfe1-28fa25f0dbfe
{'CVE-2009-3232'},CVE-2009-3232
{'CVE-2002-1688'},CVE-2002-1688
{'CVE-2011-1959'},CVE-2011-1959
{'AP_128'},AP_128
{'det-1-CWE_330'},det-1-CWE_330
{'CWE_437'},CWE_437
{'CWE_703'},CWE_703
{'CWE_606'},CWE_606
{'det-attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c'},det-attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c
{'attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e'},attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e
{'malware--2f1a9fd0-3b7c-4d77-a358-78db13adbe78'},malware--2f1a9fd0-3b7c-4d77-a358-78db13adbe78
{'MIT-43'},MIT-43
{'CWE_685'},CWE_685
{'CVE-2007-1470'},CVE-2007-1470
{'attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9'},attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9
{'M-CWE_108'},M-CWE_108
{'attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d'},attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d
{'AP_135'},AP_135
{'det-attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b'},det-attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
{'attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a'},attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a
{'CVE-2005-2273'},CVE-2005-2273
{'malware--198db886-47af-4f4c-bff5-11b891f85946'},malware--198db886-47af-4f4c-bff5-11b891f85946
{'AP_71'},AP_71
{'CWE_500'},CWE_500
{'intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf'},intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf
{'course-of-action--3a476d83-43eb-4fad-9b75-b1febd834e3d'},course-of-action--3a476d83-43eb-4fad-9b75-b1febd834e3d
{'attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8'},attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8
{'CVE-2006-4339'},CVE-2006-4339
{'det-7-CWE_352'},det-7-CWE_352
{'CVE-2006-6597'},CVE-2006-6597
{'det-4-CWE_510'},det-4-CWE_510
{'SCADA'},SCADA
{'attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9'},attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
{'AP_243'},AP_243
{'CWE_248'},CWE_248
{'M-CWE_246'},M-CWE_246
{'AP_8'},AP_8
{'CWE_776'},CWE_776
{'CWE_214'},CWE_214
{'CVE-2002-1169'},CVE-2002-1169
{'det-6-CWE_807'},det-6-CWE_807
{'det-0-CWE_807'},det-0-CWE_807
{'det-attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9'},det-attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9
{'M-CWE_732'},M-CWE_732
{'CWE_712'},CWE_712
{'det-attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21'},det-attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21
{'CWE_39'},CWE_39
{'CVE-2009-1528'},CVE-2009-1528
{'CWE_142'},CWE_142
{'CWE_564'},CWE_564
{'attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7'},attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7
{'attack-pattern--45d84c8b-c1e2-474d-a14d-69b5de0a2bc0'},attack-pattern--45d84c8b-c1e2-474d-a14d-69b5de0a2bc0
{'tool--aafea02e-ece5-4bb2-91a6-3bf8c7f38a39'},tool--aafea02e-ece5-4bb2-91a6-3bf8c7f38a39
{'BlackEnergy_T1070_001'},BlackEnergy_T1070_001
{'M-CWE_428'},M-CWE_428
{'attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc'},attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
{'course-of-action--92c28497-2820-445e-9f3e-a03dd77dc0c8'},course-of-action--92c28497-2820-445e-9f3e-a03dd77dc0c8
{'CVE-2012-5782'},CVE-2012-5782
{'attack-pattern--b82f7d37-b826-4ec9-9391-8e121c78aed7'},attack-pattern--b82f7d37-b826-4ec9-9391-8e121c78aed7
{'det-attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff'},det-attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff
{'CVE-2009-3278'},CVE-2009-3278
{'attack-pattern--1ce03c65-5946-4ac9-9d4d-66db87e024bd'},attack-pattern--1ce03c65-5946-4ac9-9d4d-66db87e024bd
{'det-attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945'},det-attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945
{'det-2-CWE_250'},det-2-CWE_250
{'det-0-CWE_272'},det-0-CWE_272
{'intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321'},intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321
{'CVE-2017-11508'},CVE-2017-11508
{'CWE_427'},CWE_427
{'CVE-2005-0129'},CVE-2005-0129
{'CVE-2002-1078'},CVE-2002-1078
{'M-CWE_97'},M-CWE_97
{'CVE-2005-2281'},CVE-2005-2281
{'det-attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65'},det-attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65
{'intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45'},intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45
{'det-3-CWE_287'},det-3-CWE_287
{'CVE-2017-5754'},CVE-2017-5754
{'CWE_11'},CWE_11
{'M-CWE_234'},M-CWE_234
{'det-0-CWE_601'},det-0-CWE_601
{'attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530'},attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530
{'det-attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f'},det-attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f
{'M-CWE_710'},M-CWE_710
{'det-attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51'},det-attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51
{'malware--1d1fce2f-0db5-402b-9843-4278a0694637'},malware--1d1fce2f-0db5-402b-9843-4278a0694637
{'det-1-CWE_131'},det-1-CWE_131
{'CVE-1999-1152'},CVE-1999-1152
{'CVE-2008-4905'},CVE-2008-4905
{'attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091'},attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091
{'M-CWE_197'},M-CWE_197
{'CWE_164'},CWE_164
{'det-8-CWE_732'},det-8-CWE_732
{'course-of-action--1881da33-fdf2-4eea-afd0-e04caf9c000f'},course-of-action--1881da33-fdf2-4eea-afd0-e04caf9c000f
{'det-AP_14'},det-AP_14
{'Campaign_01'},Campaign_01
{'attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858'},attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858
{'M-CWE_613'},M-CWE_613
{'course-of-action--15437c6d-b998-4a36-be41-4ace3d54d266'},course-of-action--15437c6d-b998-4a36-be41-4ace3d54d266
{'CVE-2002-1052'},CVE-2002-1052
{'malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131'},malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131
{'CVE-2005-1820'},CVE-2005-1820
{'course-of-action--5c167af7-c2cb-42c8-ae67-3fb275bf8488'},course-of-action--5c167af7-c2cb-42c8-ae67-3fb275bf8488
{'CVE-2003-0477'},CVE-2003-0477
{'CVE-2001-0893'},CVE-2001-0893
{'CWE_1052'},CWE_1052
{'CWE_21'},CWE_21
{'CWE_617'},CWE_617
{'AP_311'},AP_311
{'MIT-29'},MIT-29
{'attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a'},attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a
{'AP_500'},AP_500
{'attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605'},attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605
{'CWE_561'},CWE_561
{'det-attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6'},det-attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
{'CVE-2002-1682'},CVE-2002-1682
{'det-AP_66'},det-AP_66
{'CWE_79'},CWE_79
{'CWE_680'},CWE_680
{'AP_524'},AP_524
{'CVE-2005-1697'},CVE-2005-1697
{'CWE_790'},CWE_790
{'det-2-CWE_703'},det-2-CWE_703
{'det-attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f'},det-attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
{'CVE-2005-3181'},CVE-2005-3181
{'det-0-CWE_89'},det-0-CWE_89
{'det-attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91'},det-attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91
{'CVE-2004-0747'},CVE-2004-0747
{'CVE-2007-1211'},CVE-2007-1211
{'CVE-2008-4122'},CVE-2008-4122
{'CVE-2007-1112'},CVE-2007-1112
{'CWE_489'},CWE_489
{'malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa'},malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa
{'CVE-2002-0738'},CVE-2002-0738
{'malware--ab3580c8-8435-4117-aace-3d9fbe46aa56'},malware--ab3580c8-8435-4117-aace-3d9fbe46aa56
{'CVE-2003-0791'},CVE-2003-0791
{'CVE-2009-3168'},CVE-2009-3168
{'CVE-2001-0912'},CVE-2001-0912
{'CVE-2002-2119'},CVE-2002-2119
{'CWE_458'},CWE_458
{'malware--a19c49aa-36fe-4c05-b817-23e1c7a7d085'},malware--a19c49aa-36fe-4c05-b817-23e1c7a7d085
{'CWE_612'},CWE_612
{'CVE-2005-1215'},CVE-2005-1215
{'malware--50d6688b-0985-4f3d-8cbe-0c796b30703b'},malware--50d6688b-0985-4f3d-8cbe-0c796b30703b
{'CVE-2004-1033'},CVE-2004-1033
{'det-attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925'},det-attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925
{'CWE_529'},CWE_529
{'course-of-action--943d370b-2054-44df-8be2-ab4139bde1c5'},course-of-action--943d370b-2054-44df-8be2-ab4139bde1c5
{'CVE-2009-3547'},CVE-2009-3547
{'CVE-2002-1804'},CVE-2002-1804
{'course-of-action--160af6af-e733-4b6a-a04a-71c620ac0930'},course-of-action--160af6af-e733-4b6a-a04a-71c620ac0930
{'CVE-2014-6394'},CVE-2014-6394
{'CVE-2002-1657'},CVE-2002-1657
{'CWE_1088'},CWE_1088
{'CWE_805'},CWE_805
{'CVE-2002-1578'},CVE-2002-1578
{'CVE-2010-4593'},CVE-2010-4593
{'det-5-CWE_307'},det-5-CWE_307
{'malware--92b55426-109f-4d93-899f-1833ce91ff90'},malware--92b55426-109f-4d93-899f-1833ce91ff90
{'CWE_769'},CWE_769
{'CWE_577'},CWE_577
{'malware--e669bb87-f773-4c7b-bfcc-a9ffebfdd8d4'},malware--e669bb87-f773-4c7b-bfcc-a9ffebfdd8d4
{'CWE_391'},CWE_391
{'CWE_217'},CWE_217
{'det-5-CWE_477'},det-5-CWE_477
{'AP_254'},AP_254
{'CVE-2009-3107'},CVE-2009-3107
{'CVE-2002-1946'},CVE-2002-1946
{'CVE-2010-4624'},CVE-2010-4624
{'course-of-action--83130e62-bca6-4a81-bd4b-8e233bd49db6'},course-of-action--83130e62-bca6-4a81-bd4b-8e233bd49db6
{'course-of-action--7a14d974-f3d9-4e4e-9b7d-980385762908'},course-of-action--7a14d974-f3d9-4e4e-9b7d-980385762908
{'CWE_686'},CWE_686
{'course-of-action--402e92cd-5608-4f4b-9a34-a2c962e4bcd7'},course-of-action--402e92cd-5608-4f4b-9a34-a2c962e4bcd7
{'CWE_456'},CWE_456
{'intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6'},intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6
{'course-of-action--e9362d25-4427-446b-99e8-b8f0c3b86615'},course-of-action--e9362d25-4427-446b-99e8-b8f0c3b86615
{'MIT-9'},MIT-9
{'det-2-CWE_209'},det-2-CWE_209
{'CVE-2008-3637'},CVE-2008-3637
{'CWE_537'},CWE_537
{'attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe'},attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe
{'CWE_309'},CWE_309
{'CWE_1057'},CWE_1057
{'course-of-action--1022138b-497c-40e6-b53a-13351cbd4090'},course-of-action--1022138b-497c-40e6-b53a-13351cbd4090
{'det-4-CWE_477'},det-4-CWE_477
{'M-CWE_477'},M-CWE_477
{'MIT-4.1'},MIT-4.1
{'course-of-action--399d9038-b100-43ef-b28d-a5065106b935'},course-of-action--399d9038-b100-43ef-b28d-a5065106b935
{'course-of-action--654addf1-47ab-410a-8578-e1a0dc2a49b8'},course-of-action--654addf1-47ab-410a-8578-e1a0dc2a49b8
{'CWE_282'},CWE_282
{'malware--96b08451-b27a-4ff6-893f-790e26393a8e'},malware--96b08451-b27a-4ff6-893f-790e26393a8e
{'CVE-2011-1002'},CVE-2011-1002
{'CVE-2004-2070'},CVE-2004-2070
{'CVE-2005-2148'},CVE-2005-2148
{'Linux'},Linux
{'det-AP_61'},det-AP_61
{'CVE-2005-2801'},CVE-2005-2801
{'det-9-CWE_20'},det-9-CWE_20
{'intrusion-set--59140a2e-d117-4206-9b2c-2a8662bd9d46'},intrusion-set--59140a2e-d117-4206-9b2c-2a8662bd9d46
{'M-CWE_624'},M-CWE_624
{'CWE_284'},CWE_284
{'det-4-CWE_327'},det-4-CWE_327
{'CWE_1124'},CWE_1124
{'CWE_639'},CWE_639
{'CWE_273'},CWE_273
{'attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529'},attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
{'CVE-2004-0389'},CVE-2004-0389
{'CVE-2005-3148'},CVE-2005-3148
{'CVE-2010-0211'},CVE-2010-0211
{'malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a'},malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a
{'CVE-2004-0815'},CVE-2004-0815
{'attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae'},attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae
{'CWE_499'},CWE_499
{'AP_205'},AP_205
{'M-CWE_651'},M-CWE_651
{'attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a'},attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a
{'CVE-1999-0794'},CVE-1999-0794
{'CVE-2003-0876'},CVE-2003-0876
{'course-of-action--d8787791-d22e-45bb-a9a8-251d8d0a1ff2'},course-of-action--d8787791-d22e-45bb-a9a8-251d8d0a1ff2
{'M-CWE_488'},M-CWE_488
{'CVE-2012-3446'},CVE-2012-3446
{'attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da'},attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da
{'det-attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2'},det-attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2
{'M-CWE_453'},M-CWE_453
{'AP_252'},AP_252
{'CVE-2000-1003'},CVE-2000-1003
{'det-0-CWE_404'},det-0-CWE_404
{'CVE-2009-0949'},CVE-2009-0949
{'CVE-2004-0595'},CVE-2004-0595
{'tool--d5e96a35-7b0b-4c6a-9533-d63ecbda563e'},tool--d5e96a35-7b0b-4c6a-9533-d63ecbda563e
{'attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7'},attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7
{'intrusion-set--6688d679-ccdb-4f12-abf6-c7545dd767a4'},intrusion-set--6688d679-ccdb-4f12-abf6-c7545dd767a4
{'CVE-2002-0059'},CVE-2002-0059
{'CVE-2002-0985'},CVE-2002-0985
{'CVE-2004-0191'},CVE-2004-0191
{'intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063'},intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063
{'CWE_533'},CWE_533
{'CVE-2005-2753'},CVE-2005-2753
{'M-CWE_338'},M-CWE_338
{'det-5-CWE_78'},det-5-CWE_78
{'CWE_922'},CWE_922
{'M-CWE_382'},M-CWE_382
{'CWE_306'},CWE_306
{'tool--3ffbdc1f-d2bf-41ab-91a2-c7b857e98079'},tool--3ffbdc1f-d2bf-41ab-91a2-c7b857e98079
{'CVE-2005-3274'},CVE-2005-3274
{'CVE-2003-0424'},CVE-2003-0424
{'AP_405'},AP_405
{'CVE-2002-1697'},CVE-2002-1697
{'CWE_1079'},CWE_1079
{'intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13'},intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13
{'attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6'},attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6
{'det-2-CWE_395'},det-2-CWE_395
{'CVE-2005-1641'},CVE-2005-1641
{'attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9'},attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9
{'CVE-2002-1734'},CVE-2002-1734
{'intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b'},intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b
{'det-attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb'},det-attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb
{'CWE_205'},CWE_205
{'malware--4b072c90-bc7a-432b-940e-016fc1c01761'},malware--4b072c90-bc7a-432b-940e-016fc1c01761
{'CVE-2006-2312'},CVE-2006-2312
{'MIT-5'},MIT-5
{'det-2-CWE_295'},det-2-CWE_295
{'CWE_733'},CWE_733
{'CVE-1999-1461'},CVE-1999-1461
{'CVE-2005-1736'},CVE-2005-1736
{'CWE_1055'},CWE_1055
{'CVE-2003-1016'},CVE-2003-1016
{'CVE-2003-0304'},CVE-2003-0304
